File,Tag
royal_ltd_v3,Statements
\clients\pacific_industries\payroll\2025\dec_payroll.xlsx,Payroll
\clients\global_trading\2021\bank_reconciliation_final.xlsx,Bookkeeping
\clients\riverside_group\bookkeeping\2021\journal_entries_updated.xlsx,Bookkeeping
\Documents\Acme_Corp\2025\Source_Files.zip_v2,Source Documents
vertex_co_v1,Financial
\Clients\Global_Trading\Source_Documents\2025\Receipts.pdf,Source Documents
\financial\johnson_inc\2020\income_statement_revised.pdf,Financial
\global_trading\tax_prep\2021\federal_return_new.pdf,Tax
\clients\johnson_inc\statements\2021\bank_statement_jun_v1.pdf,Statements
\documents\pacific_industries\2024\1099_forms_v3.pdf,Tax
\clients\tech_solutions\accounting\2021\tax_documents_final.xlsx,Tax
\bank\global_trading\2022\credit_card_statement_new.pdf,Statements
\clients\northern_foods\source_documents\2022\receipts_revised.pdf,Source Documents
\documents\pacific_industries\2024\source_files.zip,Source Documents
\City_Services\Statements\2023_May_Statement.pdf,Statements
\clients\johnson_inc\source_documents\2024\receipts_v2.pdf,Source Documents
\Documents\Riverside_Group\2018\Source_Files.zip_v1,Source Documents
\clients\city_services\statements\2023\bank_statement_oct_v3.pdf,Statements
\smith_llc\accounting\2021\profit_loss_final.xlsx,Financial
\bookkeeping\global_trading\general_ledger_2022_copy.xlsx,Bookkeeping
\hr\mountain_view\payroll_register_2023_final.pdf,Payroll
\documents\riverside_group\2025\1099_forms_updated.pdf,Tax
\clients\global_trading\accounting\2022\tax_documents_updated.xlsx,Tax
\clients\city_services\source_documents\2022\receipts.pdf,Source Documents
\tech_solutions\accounting\2023\profit_loss.xlsx,Financial
\clients\western_logistics\accounting\2022\tax_documents_v2.xlsx,Tax
harbor_corp_v2,Bookkeeping
\western_logistics\statements\2020_mar_statement_v1.pdf,Statements
\clients\riverside_group\statements\2024\bank_statement_apr_copy.pdf,Statements
\johnson_inc\statements\2024_mar_statement.pdf,Statements
\northern_foods\source_data\2024\invoices_received_final.pdf,Source Documents
\reports\pacific_industries\financial_summary_2024_final.pdf,Financial
\Payroll\Global_Trading\2022\Employee_Wages.csv,Payroll
\clients\western_logistics\accounting\2020\tax_documents.xlsx,Tax
\Clients\Acme_Corp\Payroll\2020\May_Payroll.xlsx,Payroll
\HR\City_Services\Payroll_Register_2019.pdf,Payroll
\payroll\pacific_industries\2023\employee_wages_new.csv,Payroll
\clients\city_services\financial\2024\balance_sheet_v1.xlsx,Financial
\Northern_Foods\HR\Payroll_Jun_2022.xlsx,Payroll
\Acme_Corp\Statements\2022_June_Statement.pdf,Statements
\smith_llc\source_data\2020\invoices_received_v2.pdf,Source Documents
\clients\tech_solutions\2021\bank_reconciliation_v2.xlsx,Bookkeeping
\clients\pacific_industries\payroll\2020\mar_payroll_revised.xlsx,Payroll
\clients\northern_foods\source_documents\2020\receipts_v3.pdf,Source Documents
\clients\tech_solutions\bookkeeping\2020\journal_entries_revised.xlsx,Bookkeeping
\clients\smith_llc\payroll\2024\sep_payroll_final.xlsx,Payroll
\reports\johnson_inc\financial_summary_2024_updated.pdf,Financial
\clients\mountain_view\statements\2022\bank_statement_mar_v3.pdf,Statements
\clients\johnson_inc\financial\2020\balance_sheet_updated.xlsx,Financial
\Clients\City_Services\Statements\2019\Bank_Statement_Apr.pdf,Statements
\clients\mountain_view\bookkeeping\2023\journal_entries_final.xlsx,Bookkeeping
\western_logistics\accounting\2022\reconciliation_v1.pdf,Bookkeeping
\Financial\Acme_Corp\2018\Income_Statement.pdf,Financial
\clients\mountain_view\statements\2021\bank_statement_feb.pdf,Statements
\Clients\Smith_LLC\Statements\2024\Bank_Statement_Dec.pdf,Statements
\clients\smith_llc\source_documents\2023\receipts.pdf,Source Documents
\bookkeeping\northern_foods\general_ledger_2022_final.xlsx,Bookkeeping
\northern_foods\hr\payroll_jun_2025.xlsx,Payroll
\western_logistics\accounting\2022\reconciliation_updated.pdf,Bookkeeping
\clients\pacific_industries\financial\2021\balance_sheet_new.xlsx,Financial
\bank\city_services\2024\credit_card_statement_v2.pdf,Statements
central_enterprises_v2,Statements
\clients\johnson_inc\payroll\2024\mar_payroll_final.xlsx,Payroll
\clients\western_logistics\tax\2021\tax_return_copy.pdf,Tax
\tech_solutions\accounting\2019\reconciliation.pdf,Bookkeeping
\eastern_supplies\accounting\2023\profit_loss_v1.xlsx,Financial
\Clients\Eastern_Supplies\Tax\2024\Tax_Return.pdf,Tax
\clients\northern_foods\financial\2025\balance_sheet_copy.xlsx,Financial
\Documents\Johnson_Inc\2023\Source_Files.zip_new,Source Documents
\reports\northern_foods\financial_summary_2021_v3.pdf,Financial
\financial\johnson_inc\2024\income_statement_updated.pdf,Financial
\financial\eastern_supplies\2018\income_statement.pdf,Financial
\tech_solutions\statements\2022_may_statement_final.pdf,Statements
\global_trading\statements\2025_apr_statement.pdf,Statements
\documents\city_services\2020\source_files.zip_revised,Source Documents
elite_co_revised,Source Documents
\payroll\tech_solutions\2021\employee_wages_updated.csv,Payroll
\eastern_supplies\statements\2024_feb_statement_revised.pdf,Statements
\Clients\City_Services\Tax\2019\Tax_Return.pdf,Tax
\payroll\western_logistics\2019\employee_wages_v1.csv,Payroll
\clients\eastern_supplies\source_documents\2018\receipts.pdf,Source Documents
\riverside_group\tax_prep\2021\federal_return_v2.pdf,Tax
\Pacific_Industries\Tax_Prep\2018\Federal_Return.pdf,Tax
\bank\acme_corp\2021\credit_card_statement_revised.pdf,Statements
\pacific_industries\source_data\2023\invoices_received_v1.pdf,Source Documents
\hr\tech_solutions\payroll_register_2020_revised.pdf,Payroll
\acme_corp\accounting\2025\reconciliation_revised.pdf,Bookkeeping
\Pacific_Industries\Accounting\2025\Profit_Loss.xlsx,Financial
\eastern_supplies\hr\payroll_apr_2020_final.xlsx,Payroll
\Johnson_Inc\HR\Payroll_Apr_2025.xlsx,Payroll
\payroll\eastern_supplies\2018\employee_wages.csv,Payroll
ocean_enterprises_revised,Financial
\mountain_view\statements\2019_jan_statement_v3.pdf,Statements
\clients\riverside_group\source_documents\2024\receipts_copy.pdf,Source Documents
\clients\eastern_supplies\source_documents\2025\receipts_new.pdf,Source Documents
\Global_Trading\Statements\2019_Oct_Statement.pdf,Statements
\clients\global_trading\financial\2021\balance_sheet_revised.xlsx,Financial
\Payroll\Johnson_Inc\2021\Employee_Wages.csv,Payroll
\financial\riverside_group\2020\income_statement_v3.pdf,Financial
crown_holdings_v1,Bookkeeping
\clients\mountain_view\financial\2024\balance_sheet_v2.xlsx,Financial
\Reports\Global_Trading\Financial_Summary_2021.pdf,Financial
\tech_solutions\source_data\2019\invoices_received_revised.pdf,Source Documents
\clients\riverside_group\statements\2024\bank_statement_jul_final.pdf,Statements
\johnson_inc\hr\payroll_mar_2024_new.xlsx,Payroll
\clients\riverside_group\financial\2020\balance_sheet_v1.xlsx,Financial
\clients\johnson_inc\statements\2024\bank_statement_apr_copy.pdf,Statements
\acme_corp\hr\payroll_nov_2024_copy.xlsx,Payroll
\financial\mountain_view\2024\income_statement_v1.pdf,Financial
\clients\city_services\statements\2022\bank_statement_jan.pdf,Statements
\Clients\Global_Trading\Statements\2025\Bank_Statement_Dec.pdf,Statements
\bookkeeping\pacific_industries\general_ledger_2024_new.xlsx,Bookkeeping
\clients\tech_solutions\tax\2025\tax_return_v1.pdf,Tax
\riverside_group\accounting\2024\profit_loss.xlsx,Financial
\bookkeeping\city_services\general_ledger_2018.xlsx,Bookkeeping
\documents\smith_llc\2021\1099_forms_updated.pdf,Tax
\reports\mountain_view\financial_summary_2024.pdf,Financial
\clients\acme_corp\source_documents\2024\receipts_updated.pdf,Source Documents
\reports\tech_solutions\financial_summary_2020_revised.pdf,Financial
\clients\tech_solutions\source_documents\2021\receipts_revised.pdf,Source Documents
\documents\global_trading\2021\1099_forms_copy.pdf,Tax
\clients\johnson_inc\bookkeeping\2019\journal_entries_updated.xlsx,Bookkeeping
\hr\smith_llc\payroll_register_2023_v2.pdf,Payroll
\Clients\Tech_Solutions\Financial\2018\Balance_Sheet.xlsx,Financial
\pacific_industries\accounting\2024\reconciliation_v2.pdf,Bookkeeping
\Clients\Mountain_View\Statements\2020\Bank_Statement_Jan.pdf,Statements
\johnson_inc\tax_prep\2018\federal_return.pdf,Tax
\tax\2021\global_trading_w2_revised.pdf,Tax
\bank\tech_solutions\2025\credit_card_statement_revised.pdf,Statements
\global_trading\statements\2024_jun_statement_v3.pdf,Statements
national_inc_new,Payroll
\Bookkeeping\Acme_Corp\General_Ledger_2018.xlsx,Bookkeeping
\payroll\pacific_industries\2025\employee_wages.csv,Payroll
\Clients\Western_Logistics\Payroll\2022\Jun_Payroll.xlsx,Payroll
\clients\city_services\accounting\2021\tax_documents_updated.xlsx,Tax
\clients\eastern_supplies\statements\2020\bank_statement_jun_v3.pdf,Statements
\eastern_supplies\statements\2024_jan_statement_v1.pdf,Statements
\pacific_industries\statements\2022_sep_statement_v2.pdf,Statements
\bank\eastern_supplies\2020\credit_card_statement_v2.pdf,Statements
\documents\eastern_supplies\2021\source_files.zip_updated,Source Documents
harbor_enterprises_v2,Bookkeeping
\smith_llc\statements\2018_apr_statement_new.pdf,Statements
\bank\eastern_supplies\2023\credit_card_statement_revised.pdf,Statements
\bookkeeping\city_services\general_ledger_2019_copy.xlsx,Bookkeeping
\clients\northern_foods\source_documents\2023\receipts_v2.pdf,Source Documents
\clients\northern_foods\payroll\2020\mar_payroll_revised.xlsx,Payroll
\HR\City_Services\Payroll_Register_2024.pdf,Payroll
\documents\smith_llc\2025\1099_forms_v1.pdf,Tax
\documents\northern_foods\2024\source_files.zip_updated,Source Documents
\global_trading\statements\2021_feb_statement.pdf,Statements
\johnson_inc\hr\payroll_nov_2018_new.xlsx,Payroll
\northern_foods\accounting\2024\profit_loss_v1.xlsx,Financial
\Clients\City_Services\2019\Bank_Reconciliation.xlsx,Bookkeeping
\financial\mountain_view\2020\income_statement_new.pdf,Financial
\clients\johnson_inc\tax\2023\tax_return.pdf,Tax
\city_services\tax_prep\2023\federal_return_v3.pdf,Tax
\reports\johnson_inc\financial_summary_2021_updated.pdf,Financial
\western_logistics\hr\payroll_nov_2020_v1.xlsx,Payroll
\city_services\statements\2022_dec_statement.pdf,Statements
\city_services\hr\payroll_jul_2018_v1.xlsx,Payroll
\city_services\source_data\2024\invoices_received.pdf,Source Documents
\Documents\City_Services\2022\Source_Files.zip_v3,Source Documents
\Clients\Pacific_Industries\Source_Documents\2022\Receipts.pdf,Source Documents
\northern_foods\hr\payroll_jun_2021_v2.xlsx,Payroll
\documents\northern_foods\2020\1099_forms_final.pdf,Tax
\clients\smith_llc\financial\2023\balance_sheet_new.xlsx,Financial
\clients\pacific_industries\source_documents\2018\receipts_v3.pdf,Source Documents
\bookkeeping\western_logistics\general_ledger_2020_new.xlsx,Bookkeeping
prime_llc_final,Bookkeeping
\clients\riverside_group\2019\bank_reconciliation.xlsx,Bookkeeping
acme_llc_v3,Financial
\Documents\Acme_Corp\2022\Source_Files.zip_final,Source Documents
\global_trading\accounting\2024\reconciliation_revised.pdf,Bookkeeping
\clients\mountain_view\financial\2025\balance_sheet.xlsx,Financial
sterling_ltd_v2,Source Documents
\clients\eastern_supplies\financial\2022\balance_sheet_updated.xlsx,Financial
\Clients\Eastern_Supplies\Payroll\2018\Jan_Payroll.xlsx,Payroll
\payroll\pacific_industries\2022\employee_wages_v1.csv,Payroll
\acme_corp\tax_prep\2023\federal_return_revised.pdf,Tax
\global_trading\accounting\2021\reconciliation_revised.pdf,Bookkeeping
\hr\tech_solutions\payroll_register_2025.pdf,Payroll
\reports\eastern_supplies\financial_summary_2022_final.pdf,Financial
\documents\mountain_view\2018\source_files.zip,Source Documents
\Clients\Western_Logistics\Financial\2019\Balance_Sheet.xlsx,Financial
\reports\city_services\financial_summary_2018.pdf,Financial
\bookkeeping\northern_foods\general_ledger_2019_revised.xlsx,Bookkeeping
\bank\city_services\2020\credit_card_statement_new.pdf,Statements
\clients\mountain_view\accounting\2019\tax_documents_copy.xlsx,Tax
\clients\city_services\accounting\2021\tax_documents_v2.xlsx,Tax
\Clients\Johnson_Inc\Accounting\2021\Tax_Documents.xlsx,Tax
\reports\city_services\financial_summary_2022_new.pdf,Financial
\bank\global_trading\2024\credit_card_statement_v1.pdf,Statements
\tech_solutions\hr\payroll_jan_2022.xlsx,Payroll
\smith_llc\accounting\2020\profit_loss_v2.xlsx,Financial
\financial\city_services\2023\income_statement_v1.pdf,Financial
\clients\global_trading\tax\2020\tax_return_copy.pdf,Tax
acme_holdings_copy,Payroll
\Tech_Solutions\Statements\2020_Mar_Statement.pdf,Statements
apex_corp_new,Payroll
\johnson_inc\source_data\2022\invoices_received_new.pdf,Source Documents
\clients\johnson_inc\tax\2024\tax_return_v2.pdf,Tax
\clients\northern_foods\financial\2024\balance_sheet_revised.xlsx,Financial
\Riverside_Group\Statements\2024_December_Statement.pdf,Statements
\clients\mountain_view\payroll\2020\aug_payroll_copy.xlsx,Payroll
\documents\eastern_supplies\2021\1099_forms_new.pdf,Tax
\clients\acme_corp\bookkeeping\2018\journal_entries_v2.xlsx,Bookkeeping
\clients\smith_llc\2020\bank_reconciliation.xlsx,Bookkeeping
\clients\global_trading\payroll\2023\may_payroll_updated.xlsx,Payroll
\Documents\Smith_LLC\2020\Source_Files.zip_updated,Source Documents
\mountain_view\accounting\2023\reconciliation_revised.pdf,Bookkeeping
\acme_corp\source_data\2021\invoices_received_v1.pdf,Source Documents
\payroll\riverside_group\2024\employee_wages_v3.csv,Payroll
\Clients\Tech_Solutions\Payroll\2018\Nov_Payroll.xlsx,Payroll
\clients\riverside_group\tax\2021\tax_return_updated.pdf,Tax
\clients\western_logistics\bookkeeping\2019\journal_entries_v3.xlsx,Bookkeeping
\bookkeeping\acme_corp\general_ledger_2021_v2.xlsx,Bookkeeping
\clients\johnson_inc\2020\bank_reconciliation_updated.xlsx,Bookkeeping
\clients\eastern_supplies\2023\bank_reconciliation.xlsx,Bookkeeping
pacific_holdings_v3,Source Documents
\financial\mountain_view\2023\income_statement_revised.pdf,Financial
ocean_corp_copy,Tax
\clients\riverside_group\tax\2024\tax_return_new.pdf,Tax
mountain_llc_copy,Bookkeeping
\clients\tech_solutions\source_documents\2023\receipts_revised.pdf,Source Documents
\HR\Mountain_View\Payroll_Register_2024.pdf,Payroll
\financial\eastern_supplies\2022\income_statement.pdf,Financial
\global_trading\hr\payroll_jul_2024_updated.xlsx,Payroll
\documents\city_services\2024\1099_forms_revised.pdf,Tax
\bank\western_logistics\2024\credit_card_statement_updated.pdf,Statements
\global_trading\hr\payroll_mar_2023_revised.xlsx,Payroll
\documents\western_logistics\2023\source_files.zip_v2,Source Documents
\Bookkeeping\Pacific_Industries\General_Ledger_2018.xlsx,Bookkeeping
\pacific_industries\hr\payroll_sep_2022_new.xlsx,Payroll
\clients\pacific_industries\tax\2018\tax_return_revised.pdf,Tax
\documents\riverside_group\2018\1099_forms.pdf,Tax
\Documents\City_Services\2021\Source_Files.zip_new,Source Documents
\hr\western_logistics\payroll_register_2020_v2.pdf,Payroll
\bank\johnson_inc\2018\credit_card_statement.pdf,Statements
\clients\pacific_industries\payroll\2021\dec_payroll_updated.xlsx,Payroll
\clients\riverside_group\bookkeeping\2024\journal_entries_v3.xlsx,Bookkeeping
\smith_llc\accounting\2023\profit_loss_new.xlsx,Financial
\reports\acme_corp\financial_summary_2024_final.pdf,Financial
\documents\pacific_industries\2025\1099_forms.pdf,Tax
\bookkeeping\mountain_view\general_ledger_2020_v2.xlsx,Bookkeeping
\clients\tech_solutions\accounting\2019\tax_documents_copy.xlsx,Tax
\payroll\smith_llc\2018\employee_wages_v2.csv,Payroll
\Financial\Global_Trading\2020\Income_Statement.pdf,Financial
\clients\western_logistics\source_documents\2024\receipts_v1.pdf,Source Documents
\city_services\statements\2025_may_statement.pdf,Statements
\Bank\Tech_Solutions\2018\Credit_Card_Statement.pdf,Statements
pinnacle_llc_copy,Bookkeeping
\clients\global_trading\2024\bank_reconciliation.xlsx,Bookkeeping
\pacific_industries\source_data\2024\invoices_received_revised.pdf,Source Documents
\clients\johnson_inc\bookkeeping\2024\journal_entries_v3.xlsx,Bookkeeping
\bookkeeping\global_trading\general_ledger_2020_copy.xlsx,Bookkeeping
\Johnson_Inc\Source_Data\2025\Invoices_Received.pdf,Source Documents
\Tax\2025\City_Services_W2.pdf,Tax
\tax\2020\eastern_supplies_w2_revised.pdf,Tax
\clients\global_trading\accounting\2018\tax_documents_updated.xlsx,Tax
\Tech_Solutions\Accounting\2020\Profit_Loss.xlsx,Financial
prime_ltd_final,Bookkeeping
\tax\2022\riverside_group_w2_final.pdf,Tax
\clients\smith_llc\bookkeeping\2021\journal_entries_new.xlsx,Bookkeeping
\western_logistics\accounting\2024\profit_loss_new.xlsx,Financial
\tax\2023\global_trading_w2_v1.pdf,Tax
\payroll\global_trading\2023\employee_wages.csv,Payroll
\clients\northern_foods\payroll\2021\jul_payroll_revised.xlsx,Payroll
\clients\acme_corp\payroll\2021\February_payroll.xlsx,Payroll
\clients\northern_foods\tax\2024\tax_return_v3.pdf,Tax
\acme_corp\statements\2021_may_statement.pdf,Statements
\clients\tech_solutions\2020\bank_reconciliation.xlsx,Bookkeeping
\pacific_industries\source_data\2018\invoices_received.pdf,Source Documents
\clients\northern_foods\source_documents\2020\receipts_revised.pdf,Source Documents
sterling_enterprises_v1,Bookkeeping
\global_trading\statements\2021_jun_statement.pdf,Statements
\clients\acme_corp\bookkeeping\2023\journal_entries_v1.xlsx,Bookkeeping
national_enterprises_v3,Financial
\Riverside_Group\Statements\2023_Aug_Statement.pdf,Statements
\Clients\Riverside_Group\Statements\2024\Bank_Statement_Feb.pdf,Statements
\reports\johnson_inc\financial_summary_2024_revised.pdf,Financial
\Clients\Mountain_View\Statements\2019\Bank_Statement_Mar.pdf,Statements
